index;prenom;nom;sexe;sortante;circonscription;parti;dissidence;parti_long;twitter
5771;Nathalie;ELIMAS;femme;;095-06;MDM;checked;Divers centre;
5772;Estelle;FOLEST;femme;;095-06;MDM,LRM;;Ensemble ! (Majorité présidentielle);
5773;Andrijana;TOPUZOVIC;femme;;095-07;LR;;Les Républicains;
5774;Philippe;DEMARET;homme;;095-07;DIV;;Divers gauche;
5775;Olivier;LE GUEVEL;homme;;095-07;Reconquête;;Reconquête !;
5776;Romain;ESKENAZI;homme;;095-07;PS;;Parti socialiste;https://twitter.com/RomainEskenazi
5777;Dominique;DA SILVA;homme;checked;095-07;LRM;;Ensemble ! (Majorité présidentielle);
5778;Myriam;CHIKHANE;femme;;095-07;DLF;;Droite souverainiste;
5779;Kamel;ZOUINE;homme;;095-07;Parti animaliste;;Ecologistes;
5780;François;SACERDOT;homme;;095-07;DVE;;Ecologistes;
5781;Bruno;MARCEL;homme;;095-07;RN;;Rassemblement National;
5782;Noel;COUDERT;homme;;095-07;EXG;;Divers extrême gauche;
5783;Valérie;SUAREZ;femme;;095-07;LO;;Divers extrême gauche;
5784;Zaki;AMANI;homme;;095-08;UDMF;;Divers;
5785;Véronique;MÉRIENNE;femme;;095-08;RN;;Rassemblement National;
5786;Muriel;GAUTHERIN;femme;;095-08;Reconquête;;Reconquête !;
5787;Rémi;GAJDOS;homme;;095-08;LO;;Divers extrême gauche;
5788;Haissata;CAMARA;femme;;095-08;DVG;;Divers gauche;
5789;Carlos Martens;BILONGO;homme;;095-08;LFI;;La France Insoumise;
5790;Shaïstah;RAJA;femme;;095-08;FGR;;Divers gauche;
5791;Marina;PRUDHOMME;femme;;095-08;Parti animaliste;;Ecologistes;
5792;François;PUPPONI;homme;checked;095-08;MDM,LRM;;Ensemble ! (Majorité présidentielle);
5793;Farouk;ZAOUI;homme;;095-08;DIV;;Divers gauche;
5794;Patrick;ANGREVIER;homme;;095-08;UDI;;Union des Démocrates et des Indépendants;
5795;Daniel;AUGUSTE;homme;;095-08;DIV;;Divers gauche;
5796;Efatt;TOOR;femme;;095-08;DIV;;Divers gauche;
5797;Jean-Marc;LUSSOT;homme;;095-09;DIV;;Divers gauche;
5798;Zivka;PARK;femme;checked;095-09;LRM;;Ensemble ! (Majorité présidentielle);
5799;Arnaud;LE GALL;homme;;095-09;LFI;;La France Insoumise;https://twitter.com/arnaudlg89
5800;Youcef;ITIM;homme;;095-09;Parti animaliste;;Ecologistes;
5801;Anthony;ARCIERO;homme;;095-09;LR;;Les Républicains;
5802;Miloud;SLAMANI;homme;;095-09;UDMF;;Divers;
5803;Sympson;NDALA;homme;;095-09;PRG;;Parti radical de gauche;
5804;Sylvain;SARAGOSA;homme;;095-09;Reconquête;;Reconquête !;
5805;Jean-Baptiste;MARLY;homme;;095-09;RN;;Rassemblement National;
5806;Mohammed;HAKKOU;homme;;095-09;DVG;;Divers gauche;
5807;Danièle;HANRYON;femme;;095-09;LO;;Divers extrême gauche;
5808;Abdelsalem;HITACHE;homme;;095-09;MDM;checked;Divers centre;
5809;Nathan;JAOUADI;homme;;095-09;Parti pirate;;Divers;
5810;Joseline Sylvie;LOULENDOT;femme;;095-10;PRG;;Parti radical de gauche;
5811;Patricia;JOSÉ;femme;;095-10;LR;;Les Républicains;
5812;Sabine;RIGOUSTE;femme;;095-10;Patriotes;;Droite souverainiste;
5813;Augustin;BELLOC;homme;;095-10;FGR;;Divers gauche;https://twitter.com/AugustinBelloc
5814;Aurélien;TACHÉ;homme;checked;095-10;Nouveaux démocrates;;Ecologistes;https://twitter.com/Aurelientache
5815;Najet;ARRAR;femme;;095-10;UDMF;;Divers;
5816;Karim;ZIABAT;homme;;095-10;DVG;;Divers gauche;
5817;Christophe;FLAUX;homme;;095-10;LO;;Divers extrême gauche;
5818;Evelyne;OLLIVIER;femme;;095-10;Parti animaliste;;Ecologistes;
5819;Patricia;FIDI;femme;;095-10;DVC;;Divers centre;
5820;Matthieu;BINET;homme;;095-10;EXG;;Divers extrême gauche;
5821;Sanaa;SAITOULI;femme;;095-10;DVG;;Divers gauche;
5822;Victorien;LACHAS;homme;;095-10;LRM;;Ensemble ! (Majorité présidentielle);
5823;Princesse;GRANVORKA PUISARD;femme;;095-10;Reconquête;;Reconquête !;
5824;Prabagarane;MADI;homme;;095-10;DVG;;Divers gauche;
5825;Malek;BENSEDDIK;homme;;095-10;DVC;;Divers centre;
5826;Richard;DURAND;homme;;095-10;RN;;Rassemblement National;
5827;Patrick;CARACO;homme;;999-01;Les Centristes,LR;;Les Républicains;
5828;Isabelle;AMAGLIO-TERISSE;femme;;999-01;FGR;;Divers gauche;
5829;Gérard;MICHON;homme;;999-01;DVD;;Divers droite;
5830;Jennifer;ADAM;femme;;999-01;RN;;Rassemblement National;
5831;Yann;RÉMINIAC;homme;;999-01;REG;;Régionaliste;
5832;Emmanuel;ITIER;homme;;999-01;Résistons;;Divers droite;
5833;James;REGIS;homme;;999-01;Patriotes;;Droite souverainiste;
5834;Florence;ROGER;femme;;999-01;LFI;;La France Insoumise;https://twitter.com/florencergr
5835;Roland;LESCURE;homme;checked;999-01;LRM;;Ensemble ! (Majorité présidentielle);
5836;Alain;OUELHADJ;homme;;999-01;Reconquête;;Reconquête !;
5837;Franck;BONDRILLE;homme;;999-01;DVD;;Divers droite;
5838;Laisely;PARAT-EDOM;femme;;999-01;PRG;;Parti radical de gauche;
5839;Salvador;RIBEIRO;homme;;999-02;DIV;;Divers;
5840;Vanessa;SAUSSAY;femme;;999-02;REG;;Régionaliste;
5841;Jeoffrey;COLLARD;homme;;999-02;DIV;;Divers;
5842;Bertrand;DUPONT;homme;;999-02;LR;;Les Républicains;
5843;Pierre;VANIER;homme;;999-02;Parti pirate;;Divers;
5844;Thérèse;MARIANNE PEPIN;femme;;999-02;PRG;;Parti radical de gauche;
5845;Christian;RODRIGUEZ;homme;;999-02;LFI;;La France Insoumise;https://twitter.com/christianpdg
5846;Eléonore;CAROIT;femme;;999-02;LRM;;Ensemble ! (Majorité présidentielle);
5847;Tim;LAURENCE;homme;;999-02;DVE;;Ecologistes;
5848;Martin;BIURRUN;homme;;999-02;DVC;;Divers centre;
5849;Léa;LEFEBVRE;femme;;999-02;RN;;Rassemblement National;
5850;Michel;TRIGALLEAU;homme;;999-02;DIV;;Divers;
5851;Isabelle;PIAT-GUIBERT;femme;;999-02;FGR;;Divers gauche;
5852;Yves;THORAILLER;homme;;999-02;Reconquête;;Reconquête !;
5853;Assamahou;LAMARRE;femme;;999-03;DIV;;Divers;
5854;Laurence;HELAILI-CHAPUIS;femme;;999-03;DVC;;Divers centre;
5855;Coralie;BAILLY;femme;;999-03;PRG;;Parti radical de gauche;
5856;Alexandre;HOLROYD;homme;;999-03;LRM;;Ensemble ! (Majorité présidentielle);
5857;Charlotte;MINVIELLE;femme;;999-03;EE-LV;;Ecologistes;https://twitter.com/Cha_Minvielle
5858;Margaux;DARRIEUS;femme;;999-03;Reconquête;;Reconquête !;
5859;Aude;CAZEIN;femme;;999-03;DIV;;Divers;
5860;Artus;GALIAY;homme;;999-03;LR;;Les Républicains;
5861;Thomas;LEPELTIER;homme;;999-03;Parti animaliste;;Ecologistes;
5862;Willy;BEGON;homme;;999-03;RN;;Rassemblement National;
5863;Valérie;ROMBONI;femme;;999-03;FGR;;Divers;
5864;Emmanuelle;CUIGNET;femme;;999-04;RN;;Rassemblement National;
5865;Genevieve;MACHICOTE;femme;;999-04;LR;;Les Républicains;
5866;Valentin;THEVENOT;homme;;999-04;Parti animaliste;;Divers;
5867;Gaëlle;CRONEL;femme;;999-04;Parti pirate;;Divers;
5868;Cécilia;GONDARD;femme;;999-04;PS;;Parti socialiste;https://twitter.com/ceciliagondard
5869;Cédric;DEVERCHERE;homme;;999-04;DIV;;Divers;
5870;Catherine;COUTARD;femme;;999-04;FGR;;Divers gauche;
5871;Marie-Josée;MABASI;femme;;999-04;DVC;;Divers centre;
5872;Anne-Catherine;GIRARD;femme;;999-04;Reconquête;;Reconquête !;
5873;Pieyre-Alexandre;ANGLADE;homme;checked;999-04;LRM;;Ensemble ! (Majorité présidentielle);
5874;Claire;BEHAR;femme;;999-05;DIV;;Divers;
5875;Laurent;GOATER;homme;;999-05;LR;;Les Républicains;
5876;Marc;RIDELLE;homme;;999-05;Patriotes;;Droite souverainiste;
5877;Maria Isabel;DE SOUSA TEIXEIRA;femme;;999-05;FGR;;Parti radical de gauche;
5878;Robin;FONTAINE;homme;;999-05;DIV;;Divers;
5879;Manuel;VALLS;homme;;999-05;LRM;;Ensemble ! (Majorité présidentielle);
5880;Serge;BIES;homme;;999-05;RN;;Rassemblement National;
5881;Garbiñe;ERASO;femme;;999-05;REG;;Régionaliste;
5882;Renaud;LE BERRE;homme;;999-05;EE-LV;;Ecologistes;https://twitter.com/berrerenaud
5883;José;SANCHEZ PEREZ;homme;;999-05;DVE;;Ecologistes;
5884;Nicolas;CHAMOUX;homme;;999-05;Reconquête;;Reconquête !;
5885;Stéphane;VOJETTA;homme;checked;999-05;LRM;checked;Divers centre;
5886;Chantal;RUSAIL;femme;;999-06;RN;;Rassemblement National;
5887;Olivier;BERNARD;homme;;999-06;DIV;;Divers;
5888;Ernest;PRIAROLLO;homme;;999-06;DVD;;Divers droite;
5889;Michèle;SELLÈS LEFRANC;femme;;999-06;FGR;;Divers gauche;
5890;Guillaume;GROSSO;homme;;999-06;PRG;;Divers gauche;
5891;Magali;MANGIN;femme;;999-06;LFI;;La France Insoumise;https://twitter.com/MegaliPM
5892;Philippe;TISSOT;homme;;999-06;Reconquête;;Reconquête !;
5893;Régine;MAZLOUM-MARTIN;femme;;999-06;LR;;Les Républicains;
5894;Roxane;CORBRAN;femme;;999-06;DVC;;Divers centre;
5895;Danielle;MENGUE;femme;;999-06;MdR;;Divers droite;
5896;Jérôme;DUMARTY;homme;;999-06;Parti animaliste;;Ecologistes;
5897;Jean-Philippe;CLAVEL;homme;;999-06;DIV;;Divers;
5898;Marc;FERRACCI;homme;;999-06;LRM;;Ensemble ! (Majorité présidentielle);
5899;Joachim;SON-FORGET;homme;checked;999-06;Reconquête;;Divers droite;
5900;Arnaud;DORTHE;homme;;999-06;REG;;Régionaliste;
5901;Félix;DROUET;homme;;999-07;Parti pirate;;Divers;
5902;Frédéric;PETIT;homme;checked;999-07;MDM,LRM;;Ensemble ! (Majorité présidentielle);
5903;Mathilde;DUMAS;femme;;999-07;RN;;Rassemblement National;
5904;Philippe;DESWEL;homme;;999-07;LR;;Les Républicains;
5905;Sophie;LOOBUYCK;femme;;999-07;Reconquête;;Reconquête !;
5906;Valérie;CHARTRAIN;femme;;999-07;DIV;;Divers;
5907;Sophie;CHEDIAC;femme;;999-07;FGR;;Divers gauche;
5908;Jérôme;SEGAL;homme;;999-07;Parti animaliste;;Ecologistes;
5909;Bernard;GEITER;homme;;999-07;DVC;;Divers centre;
5910;Guy;PATTON;homme;;999-07;REG;;Régionaliste;
5911;Tatiana;BOTEVA-MALO;femme;;999-07;DVE;;Ecologistes;
5912;Asma;RHARMAOUI-CLAQUIN;femme;;999-07;LFI;;La France Insoumise;https://twitter.com/ClaquinAsma
5913;Lucas;FONCK;homme;;999-07;DVD;;Divers droite;
5914;Alexandre;LA ROQUE;homme;;999-07;Patriotes;;Divers;
5915;Thierry;DENEUVE;homme;;999-07;DVE;;Ecologistes;
5916;Vassili;LE MOIGNE;homme;;999-07;DVD;;Divers droite;
5917;Léa Agathe;HETZ;femme;;999-08;DIV;;Divers;
5918;Serge;SIKSIK;homme;;999-08;Reconquête;;Reconquête !;
5919;Milad Nathanaël;EZABADI;homme;;999-08;DIV;;Divers;
5920;Florence;COLLET;femme;;999-08;DIV;;Divers;
5921;Deborah;ABISROR - DE LIEME;femme;;999-08;LRM;;Ensemble ! (Majorité présidentielle);
5922;Florian;PICOD;homme;;999-08;DVG;;Divers gauche;
5923;Hélène;LEHMANN;femme;;999-08;FGR;;Divers;
5924;Meyer;HABIB;homme;checked;999-08;UDI;;Union des Démocrates et des Indépendants;
5925;Margaux;SERBAT;femme;;999-08;PRG;;Parti radical de gauche;
5926;José;GARSON;homme;;999-08;DVC;;Divers centre;
5927;Marie-Françoise;CARBONNE;femme;;999-08;RN;;Rassemblement National;
5928;Rachel;TOUITOU;femme;;999-08;Parti animaliste;;Ecologistes;
5929;Isabelle;RIVOLET;femme;;999-08;LFI;;La France Insoumise;https://twitter.com/UnionPopFE8
5930;Mohamed;OULKHOUIR;homme;;999-09;DVD;;Divers droite;
5931;Elisabeth;MORENO;femme;;999-09;LRM;;Ensemble ! (Majorité présidentielle);
5932;Karim;BEN CHEÏKH;homme;;999-09;Génération·s;;Ecologistes;https://twitter.com/K_BenCheikh
5933;Thiaba;BRUNI;femme;;999-09;DVG;;Divers gauche;
5934;Camille;ZOUON;homme;;999-09;DIV;;Divers;
5935;Fatou;SAGNA SOW;femme;;999-09;DVC;;Divers centre;
5936;M'Jid;EL GUERRAB;homme;checked;999-09;DVC;;Divers centre;
5937;Ludivine;SORDET;femme;;999-09;RN;;Rassemblement National;
5938;Nathalie;AMIOT;femme;;999-09;Reconquête;;Reconquête !;
5939;Ahmed;EDDARRAZ;homme;;999-09;DVC;;Divers centre;
5940;Jean-Claude;FONTANIVE;homme;;999-09;DVC;;Divers;
5941;David;AZOULAY;homme;;999-09;DVC;;Divers centre;
5942;Nacim;BENDEDDOUCHE;homme;;999-09;DVG;;Divers gauche;
5943;Oumar;BA;homme;;999-09;DVC;;Divers centre;
5944;Samira;HERBAL;femme;;999-09;DVC;;Divers centre;
5945;Sébastien;PERIMONY;homme;;999-09;DVG;;Divers gauche;
5946;Naïma;M'FADDEL;femme;;999-09;LR;;Les Républicains;
5947;Rachida;KAAOUT;femme;;999-09;DVC;;Divers centre;
5948;Hassan;BEN M'BAREK;homme;;999-09;DIV;;Divers;
5949;Emilie;MARCHES-OUZITANE;femme;;999-09;FGR;;Parti radical de gauche;
5950;Jean-Claude;MARTINEZ;homme;;999-09;EXD;;Divers extrême droite;
5951;Mehdi;REDDAD;homme;;999-09;DVC;;Divers centre;
5952;Aurélie;PIRILLO;femme;;999-10;LR;;Les Républicains;
5953;Georges;AZAR;homme;;999-10;Reconquête;;Reconquête !;
5954;Justin;DOUDY;homme;;999-10;DIV;;Divers;
5955;Amélia;LAKRAFI;femme;checked;999-10;LRM;;Ensemble ! (Majorité présidentielle);
5956;Caline;MAARAOUI;femme;;999-10;DIV;;Divers;
5957;Alain;TAIEB;homme;;999-10;DVC;;Divers centre;
5958;Elisabeth;DARVISH;femme;;999-10;DVC;;Divers centre;
5959;Caroline;DUGUÉ;femme;;999-10;FGR;;Divers gauche;
5960;Chantal;MOUSSA;femme;;999-10;LFI;;La France Insoumise;https://twitter.com/chantal_moussa
5961;Serilo;LOOKY;homme;;999-10;DIV;;Divers;
5962;Regina;MALONGA DUCELLIER;femme;;999-10;DIV;;Divers;
5963;Deborah;RAUMAIN;femme;;999-10;RN;;Rassemblement National;
5964;Ali Camille;HOJEIJ;homme;;999-10;DVC;;Divers centre;
5965;Viviane;ZINZINDOHOUE;femme;;999-10;DVE;;Ecologistes;
5966;Odile;MOJON-CHEMINADE;femme;;999-10;DVD;;Divers droite;
5967;Ubah;ASKAR-WABERI;femme;;999-10;Patriotes;;Droite souverainiste;
5968;Anne;GENETET;femme;checked;999-11;LRM;;Ensemble ! (Majorité présidentielle);
